Symbol,Price Level,Note,Foreground Color,Background Color
ESU3.CME@RITHMIC,4378.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4384.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4402,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4415,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4420,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4425.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4441,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4453.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4456,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4465.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4471.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4480,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4485.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4493.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4504.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4507,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4508.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4510,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4512.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4520.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4525,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4529.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4535.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4538.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4549,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4556.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4560.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4564.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4567,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4571,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4574.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4578,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4583,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4587.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4595.75,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4599,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4600.25,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4612,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4617.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4621.5,mHVN,#ffffff,#da611e,left,,,,,,
ESU3.CME@RITHMIC,4629.75,mHVN,#ffffff,#da611e,left,,,,,,
